City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Kiama,AU,-34.6833,150.8667,72.0,92,100,3.0,light rain
449,Karacabey,TR,40.2152,28.4038,48.45,78,99,5.01,overcast clouds
450,Nyurba,RU,63.2842,118.3319,-11.11,96,100,2.59,overcast clouds
451,Sharjah,AE,25.3573,55.4033,73.38,69,0,3.44,clear sky
452,Naze,JP,28.3667,129.4833,67.82,75,45,12.91,scattered clouds
453,Manjacaze,MZ,-24.7117,33.8828,69.6,88,100,6.08,light rain
454,Tigil,RU,57.8,158.6667,17.82,88,29,3.91,scattered clouds
455,Dwarka,IN,22.2394,68.9678,77.95,74,100,11.63,overcast clouds
456,Barranca,PE,-10.75,-77.7667,64.0,85,94,6.55,overcast clouds
457,Amparafaravola,MG,-17.5833,48.2167,67.42,75,100,0.43,overcast clouds
458,Port Hedland,AU,-20.3167,118.5667,96.85,28,48,8.05,scattered clouds
459,Xining,CN,36.6167,101.7667,30.83,45,47,0.49,scattered clouds
460,Vila,PT,42.0304,-8.1588,42.69,78,75,4.81,broken clouds
461,Aykhal,RU,66.0,111.5,-10.97,97,99,6.89,overcast clouds
462,Nova Granada,BR,-20.5339,-49.3142,70.45,95,98,6.4,overcast clouds
463,Kurkino,RU,53.4257,38.6582,32.88,97,100,20.42,light snow
464,Asyut,EG,27.181,31.1837,61.03,64,0,7.72,clear sky
465,Nouadhibou,MR,20.931,-17.0347,68.45,74,95,12.88,overcast clouds
466,Wuwei,CN,37.9281,102.6414,31.6,35,18,12.08,few clouds
467,Nabire,ID,-3.3667,135.4833,86.81,65,32,5.21,scattered clouds
468,Vestmannaeyjar,IS,63.4427,-20.2734,43.9,72,100,15.39,overcast clouds
469,Klyuchi,RU,52.2667,79.1667,10.89,69,98,16.71,overcast clouds
470,Sciacca,IT,37.5082,13.0881,56.64,78,0,6.29,clear sky
471,Kirakira,SB,-10.4544,161.9205,83.55,71,48,1.16,scattered clouds
472,Nelson Bay,AU,-32.7167,152.15,82.76,79,100,1.01,light rain
473,Milkovo,RU,54.7167,158.6167,14.56,90,96,5.01,overcast clouds
474,Xifeng,CN,42.7372,124.7222,33.04,58,0,4.74,clear sky
475,Kapustin Yar,RU,48.5831,45.7372,34.29,94,100,7.7,overcast clouds
476,Miandoab,IR,36.9694,46.1027,40.66,51,89,3.71,overcast clouds
477,Zhuanghe,CN,39.7008,122.9911,41.76,37,100,2.71,overcast clouds
478,Grahamstown,ZA,-33.3042,26.5328,49.26,89,21,2.04,few clouds
479,Inuvik,CA,68.3499,-133.7218,5.76,85,90,6.91,light snow
480,Mezen,RU,65.8522,44.24,29.98,97,100,11.03,light snow
481,San Isidro,PE,-12.1167,-77.05,66.02,83,75,1.01,broken clouds
482,Mucuri,BR,-18.0864,-39.5508,76.87,87,99,13.27,overcast clouds
483,San Jeronimo,PE,-11.9472,-75.2829,49.71,90,100,4.5,overcast clouds
484,Kavaratti,IN,10.5669,72.642,82.06,73,65,17.49,broken clouds
485,Labuan,MY,5.2767,115.2417,87.96,76,82,5.73,broken clouds
486,Tupik,RU,54.4253,119.9327,9.23,86,100,2.89,overcast clouds
487,Deputatskiy,RU,69.3,139.9,-19.46,99,21,3.4,few clouds
488,Olsztyn,PL,53.7799,20.4942,51.76,72,95,21.81,overcast clouds
489,Inhambane,MZ,-23.865,35.3833,73.51,87,100,9.98,light rain
490,Fortuna,US,40.5982,-124.1573,53.42,71,40,3.44,scattered clouds
491,Mutoko,ZW,-17.397,32.2268,66.96,67,100,5.48,overcast clouds
492,Taltal,CL,-25.4,-70.4833,62.26,70,4,4.92,clear sky
493,Pierre,US,44.3683,-100.351,47.28,46,90,3.44,overcast clouds
494,Nikolayevka,RU,53.1257,47.2041,30.52,84,100,11.72,overcast clouds
495,Aklavik,CA,68.2191,-135.0107,5.72,82,100,15.79,overcast clouds
496,Vanimo,PG,-2.6741,141.3028,83.57,78,98,4.27,overcast clouds
497,Algiers,DZ,36.7525,3.042,53.42,88,75,2.3,broken clouds
498,Terme,TR,41.2092,36.9739,51.96,88,100,7.58,light rain
499,Usolye,RU,59.4268,56.6808,26.22,94,100,10.33,overcast clouds
500,Dawei,MM,14.0833,98.2,83.98,69,99,1.83,overcast clouds
501,Bandarbeyla,SO,9.4942,50.8122,75.29,78,72,6.46,broken clouds
502,Yanam,IN,16.7333,82.2167,77.4,90,100,5.39,overcast clouds
503,Touros,BR,-5.1989,-35.4608,79.7,73,5,15.99,clear sky
504,Corinto,GR,37.9407,22.9573,56.89,79,94,3.27,overcast clouds
505,Mpika,ZM,-11.8343,31.4529,65.62,63,85,0.43,overcast clouds
506,Shache,CN,38.4167,77.2406,30.47,41,0,4.09,clear sky
507,Innisfail,AU,-17.5333,146.0333,87.87,51,3,9.86,clear sky
508,Paamiut,GL,61.994,-49.6678,32.88,75,100,36.1,overcast clouds
509,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,74,75,2.24,light shower snow
510,Beringovskiy,RU,63.05,179.3167,9.37,96,98,13.18,light snow
511,Olinda,BR,-8.0089,-34.8553,80.33,74,40,8.05,scattered clouds
512,Enterprise,US,36.0252,-115.2419,63.86,27,75,4.0,broken clouds
513,Eureka,US,40.8021,-124.1637,53.67,77,83,9.31,broken clouds
514,Ilo,PE,-17.6394,-71.3375,64.04,81,88,4.52,overcast clouds
515,Saint-Francois,FR,46.4154,3.9054,38.48,99,90,8.05,mist
516,Hope Mills,US,34.9704,-78.9453,42.82,64,1,1.99,clear sky
517,Chapleau,CA,47.8405,-83.4034,27.34,88,100,6.67,overcast clouds
518,Inzer,RU,54.2167,57.5556,26.53,77,100,11.12,overcast clouds
519,Sambava,MG,-14.2667,50.1667,72.59,86,7,5.64,light rain
520,Moerai,PF,-22.4333,-151.3333,75.94,66,99,11.56,overcast clouds
521,Imbituba,BR,-28.24,-48.6703,66.81,83,90,4.88,overcast clouds
522,Anshun,CN,26.25,105.9333,52.03,98,100,2.33,overcast clouds
523,Tabou,CI,4.423,-7.3528,79.47,87,21,5.3,few clouds
524,Kutahya,TR,39.4242,29.9833,39.15,89,94,5.03,overcast clouds
525,East London,ZA,-33.0153,27.9116,59.49,82,7,4.14,clear sky
526,Udachnyy,RU,66.4167,112.4,-16.98,100,99,4.81,overcast clouds
527,Shashi,CN,30.3072,112.2447,60.55,64,100,5.99,overcast clouds
528,Bogoslovka,RU,53.2084,44.8013,31.12,54,100,9.78,overcast clouds
529,Salgotarjan,HU,48.0987,19.803,42.71,94,23,6.38,few clouds
530,Coria Del Rio,ES,37.2877,-6.0541,64.92,64,100,3.0,overcast clouds
531,Tateyama,JP,34.9833,139.8667,67.1,64,2,15.48,clear sky
532,Makakilo City,US,21.3469,-158.0858,82.72,59,90,4.61,overcast clouds
533,Tortoli,IT,39.9256,9.6572,56.1,76,3,4.05,clear sky
534,Methoni,GR,36.8197,21.7049,55.22,75,38,6.02,scattered clouds
535,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.71,97,100,13.6,overcast clouds
536,Atar,MR,20.5169,-13.0499,77.45,32,98,4.94,overcast clouds
537,Prince George,CA,53.9166,-122.753,32.25,81,100,1.01,overcast clouds
538,Kemin,KG,42.7846,75.6892,25.05,53,0,11.32,clear sky
539,Kampot,KH,10.6167,104.1833,84.25,76,88,1.68,overcast clouds
540,Yenotayevka,RU,47.2456,47.0281,40.41,94,99,6.93,overcast clouds
541,Nanlong,CN,31.3533,106.0631,55.45,81,100,3.24,overcast clouds
542,Kloulklubed,PW,7.0419,134.2556,86.5,73,25,10.25,scattered clouds
543,Oudtshoorn,ZA,-33.5907,22.2014,53.64,84,0,1.5,clear sky
544,Karaman,TR,37.0833,33.25,41.02,84,100,7.49,overcast clouds
545,Turukhansk,RU,65.8167,87.9833,-15.0,89,75,7.92,broken clouds
546,Sibiti,CG,-3.6819,13.3499,68.65,99,100,1.16,overcast clouds
547,Uitenhage,ZA,-33.7576,25.3971,57.96,77,65,1.81,broken clouds
548,Anda,CN,46.4,125.3167,21.25,79,100,3.58,overcast clouds
549,Tefe,BR,-3.3542,-64.7114,73.74,97,98,2.21,overcast clouds
550,Muros,ES,42.7762,-9.0603,54.99,63,94,6.71,overcast clouds
551,Soyo,AO,-6.1349,12.3689,78.17,90,100,5.79,overcast clouds
552,Vila Franca Do Campo,PT,37.7167,-25.4333,65.19,65,90,7.54,overcast clouds
553,Zhezkazgan,KZ,47.8043,67.7144,10.69,90,66,8.93,broken clouds
554,Skjervoy,NO,70.0311,20.9714,38.25,97,100,26.93,light rain
555,Yarada,IN,17.65,83.2667,77.32,94,90,2.3,overcast clouds
556,Santander,ES,43.4647,-3.8044,56.46,75,0,1.01,clear sky
557,Lazaro Cardenas,MX,17.9583,-102.2,77.45,78,4,4.38,clear sky
558,Waddan,LY,29.1614,16.139,64.27,79,100,10.54,overcast clouds
559,Kamphaeng Phet,TH,16.25,99.5,80.02,79,22,1.99,few clouds
560,Hellvik,NO,59.9156,5.781,46.78,85,100,5.01,light rain
561,Sistranda,NO,63.7256,8.834,42.91,73,100,29.95,overcast clouds
562,Mecca,SA,21.4267,39.8261,71.78,67,0,5.32,clear sky
563,Opuwo,NA,-18.0607,13.84,69.13,24,5,5.53,clear sky
564,Praxedis Guerrero,MX,31.3667,-106.0167,60.57,38,13,3.15,few clouds
565,Dzerzhinsk,RU,56.2389,43.4631,31.82,86,90,13.42,light snow
566,Hamilton,US,39.1834,-84.5333,34.93,76,1,1.01,clear sky
567,Monte Patria,CL,-30.6919,-70.9467,65.86,57,0,2.64,clear sky
568,Taywarah,AF,33.35,64.4167,26.58,50,0,3.29,clear sky
569,Hervey Bay,AU,-25.2986,152.8535,80.71,61,38,7.31,scattered clouds
570,Plettenberg Bay,ZA,-34.0527,23.3716,55.87,78,0,3.67,clear sky
571,Kamenka,RU,51.3223,42.7678,29.75,82,100,11.79,overcast clouds
572,Salmas,IR,38.1973,44.7653,37.33,54,100,1.25,overcast clouds
573,Shetpe,KZ,44.1667,52.1167,31.93,44,100,6.76,overcast clouds
574,Omboue,GA,-1.5746,9.2618,75.65,94,100,7.36,moderate rain
575,Manzhouli,CN,49.6,117.4333,20.17,80,98,2.51,overcast clouds
576,Mao,ES,39.8885,4.2658,55.96,94,0,5.75,clear sky
577,Guarapari,BR,-20.6667,-40.4975,75.09,97,100,10.22,overcast clouds
578,Hovd,MN,48.0056,91.6419,8.04,29,0,2.37,clear sky
579,Palauig,PH,15.435,119.9045,85.46,65,50,3.29,scattered clouds
580,Sinnamary,GF,5.3833,-52.95,78.26,89,99,7.09,overcast clouds
581,Dano,BF,11.15,-3.0667,78.51,24,18,6.04,few clouds
582,Salinopolis,BR,-0.6136,-47.3561,79.95,86,46,10.49,scattered clouds
583,Ryotsu,JP,38.0833,138.4333,52.95,58,67,8.72,broken clouds
584,Hun,LY,29.1268,15.9477,64.78,77,100,9.64,overcast clouds
585,Ibaiti,BR,-23.8486,-50.1878,61.09,96,20,6.55,few clouds
586,Port Hardy,CA,50.6996,-127.4199,44.46,81,100,4.92,overcast clouds
587,Kvarkeno,RU,52.0833,59.725,19.92,93,100,15.05,overcast clouds
588,Oni,GE,42.5794,43.4425,40.87,95,100,1.36,overcast clouds
589,Mnogovershinnyy,RU,53.9353,139.9242,18.09,84,73,8.41,broken clouds
590,Heinola,FI,61.2056,26.0381,33.89,82,100,12.21,overcast clouds
591,Wilmington,US,34.2257,-77.9447,47.86,55,1,5.75,clear sky
592,Carbonia,IT,39.1672,8.5222,48.0,77,0,2.68,clear sky
593,Velez-Malaga,ES,36.7726,-4.1005,67.51,59,99,16.6,overcast clouds
594,Osorno,CL,-40.5667,-73.15,57.51,82,0,0.0,clear sky
595,Necochea,AR,-38.5473,-58.7368,50.04,86,0,9.17,clear sky
596,Mableton,US,33.8157,-84.5619,49.98,57,1,0.0,clear sky
597,Capinopolis,BR,-18.6819,-49.5697,71.08,93,100,5.64,overcast clouds
598,Santa Cruz,BO,-17.8,-63.1667,72.86,83,75,3.44,broken clouds
599,Bontang,ID,0.1333,117.5,81.05,81,100,8.46,moderate rain
600,Coari,BR,-4.085,-63.1414,73.72,97,92,2.82,overcast clouds
601,Tamandare,BR,-8.7597,-35.1047,77.88,80,34,10.22,scattered clouds
602,Kovdor,RU,67.5662,30.4758,23.16,96,100,2.44,light snow
603,Iralaya,HN,15.0,-83.2333,79.5,84,100,11.56,overcast clouds
604,Maralal,KE,1.0968,36.698,58.75,73,94,3.04,overcast clouds
605,Khuzdar,PK,27.7384,66.6434,48.81,31,0,3.87,clear sky
606,Promyshlennyy,RU,67.5833,63.9167,3.4,91,100,11.36,overcast clouds
607,Wagar,SD,16.1525,36.2032,74.3,77,0,11.25,clear sky
608,Chokwe,MZ,-24.5333,32.9833,69.22,86,100,6.67,overcast clouds
609,Strezhevoy,RU,60.7333,77.5889,-9.42,97,100,8.88,overcast clouds
610,Bosaso,SO,11.2842,49.1816,74.37,65,64,5.53,broken clouds
611,La Crosse,US,43.8014,-91.2396,37.42,60,1,5.01,clear sky
612,Gagnoa,CI,6.1293,-5.9437,72.37,99,41,1.95,scattered clouds
613,Aban,RU,56.67,96.06,2.48,93,97,7.23,overcast clouds
614,Gropnita,RO,47.35,27.25,46.72,67,100,8.28,overcast clouds
615,Ust-Koksa,RU,50.2696,85.6108,-10.26,88,93,0.76,overcast clouds
616,Shubarshi,KZ,48.5872,57.1869,21.9,94,100,12.59,overcast clouds
617,Tubuala,PA,9.5167,-79.0333,78.33,78,89,8.12,overcast clouds
618,Grindavik,IS,63.8424,-22.4338,37.9,93,75,19.57,broken clouds
619,Whitley Bay,GB,55.0397,-1.4471,52.0,86,90,8.05,overcast clouds
620,Berdigestyakh,RU,62.0989,126.6992,-18.53,98,90,0.58,overcast clouds
621,Zolotukhino,RU,52.0842,36.3772,35.67,97,100,19.6,overcast clouds
622,Vinh,VN,18.6667,105.6667,76.06,83,60,3.83,broken clouds
623,Rosario,AR,-32.9468,-60.6393,71.08,73,0,5.75,clear sky
624,Alexandria,EG,31.2156,29.9553,66.0,71,100,12.12,overcast clouds
625,Avera,US,33.194,-82.5271,51.67,29,18,10.47,few clouds
626,Xam Nua,LA,20.4197,104.0439,74.14,67,63,2.17,broken clouds
627,Goya,AR,-29.14,-59.2626,64.92,56,14,3.96,few clouds
628,Sumenep,ID,-7.0167,113.8667,78.04,86,100,7.47,moderate rain
629,Hofn,IS,64.2539,-15.2082,36.01,81,2,12.39,clear sky
630,Jalu,LY,29.0331,21.5482,62.08,77,92,8.72,overcast clouds
631,Ixtapa,MX,20.7,-105.2,76.23,65,1,0.0,clear sky
632,Bubaque,GW,11.2833,-15.8333,84.0,71,37,13.89,scattered clouds
633,Qandala,SO,11.472,49.8728,75.33,52,43,3.49,scattered clouds
634,Broken Hill,AU,-31.95,141.4333,70.88,56,100,16.02,moderate rain
635,Zhoucheng,CN,35.9122,116.3117,53.35,71,98,6.4,overcast clouds
636,Lamu,KE,-2.2717,40.902,79.02,82,68,8.79,broken clouds
637,Coahuayana,MX,18.7333,-103.6833,81.88,73,9,2.93,clear sky
638,Alice Springs,AU,-23.7,133.8833,98.15,12,0,17.27,clear sky
639,Kaniama,CD,-7.5667,24.1833,64.4,96,97,2.42,overcast clouds
640,Leninsk,RU,48.7119,45.1994,33.66,85,98,7.43,overcast clouds
641,Shakawe,BW,-18.3667,21.85,71.94,69,99,5.39,overcast clouds
642,Ishigaki,JP,24.3448,124.1572,77.16,66,100,17.34,overcast clouds
643,Mach,PK,29.8637,67.3298,53.2,30,0,6.96,clear sky
644,Cuyotenango,GT,14.5333,-91.5667,77.27,96,99,4.14,overcast clouds
645,Ouesso,CG,1.6136,16.0517,69.96,93,96,0.65,overcast clouds
646,Saposoa,PE,-6.934,-76.7716,75.81,99,95,1.81,overcast clouds
647,Bondo,CD,3.8146,23.6866,68.05,94,53,1.05,broken clouds
648,Chicama,PE,-7.8447,-79.1469,61.34,83,61,6.2,broken clouds
649,Tondano,ID,1.3038,124.9112,84.29,57,100,1.68,overcast clouds
650,Arandis,NA,-22.4167,14.9667,50.47,69,52,2.46,broken clouds
651,Kuloy,RU,61.0305,42.4925,32.45,81,100,7.18,overcast clouds
652,Nuevo Progreso,MX,23.1667,-97.95,67.59,67,65,8.19,broken clouds
653,Camacha,PT,33.0833,-16.3333,60.22,72,20,9.22,few clouds
654,Krasnoarmeysk,RU,51.0239,45.6969,31.06,89,97,12.59,overcast clouds
655,Ostroleka,PL,53.0862,21.5757,53.92,67,80,24.9,broken clouds
656,Dingle,PH,10.9995,122.6711,84.88,73,75,3.76,broken clouds
657,Mangochi,MW,-14.4782,35.2645,76.69,61,84,7.36,broken clouds
658,Sarakhs,IR,36.5449,61.1577,42.55,50,0,8.32,clear sky
659,Coracao De Maria,BR,-12.2333,-38.75,69.78,93,7,4.21,clear sky
660,Tomatlan,MX,19.9333,-105.25,71.74,76,7,3.2,clear sky
661,Torrevieja,ES,37.9787,-0.6822,64.26,77,100,8.99,overcast clouds
662,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,63,0,7.0,clear sky
663,Ozernovskiy,RU,51.5,156.5167,37.22,84,100,31.61,light rain
664,Bandar-E Lengeh,IR,26.5579,54.8807,72.55,48,0,4.23,clear sky
665,Dedza,MW,-14.3779,34.3332,64.0,54,7,1.79,clear sky
666,Luwuk,ID,-0.9516,122.7875,87.64,66,51,3.18,broken clouds
667,Kirtipur,NP,27.6667,85.2833,49.93,100,20,2.3,mist
668,Dodge City,US,37.7528,-100.0171,48.25,39,1,8.99,clear sky
669,Nurota,UZ,40.5614,65.6886,24.89,52,0,2.08,clear sky
670,Krasnoselkup,RU,65.7,82.4667,-15.54,96,18,10.8,few clouds
671,Pisco,PE,-13.7,-76.2167,65.01,88,0,9.22,clear sky
672,Grimshaw,CA,56.1834,-117.6027,13.62,85,90,18.41,light snow
673,Reforma,MX,18.1,-91.0167,72.46,95,100,5.46,overcast clouds
